CFOP;Tipo;Categoria;Descrição Resumida do CFOP;Aplicação;Início da Vigência;Fim da Vigência;Válido para NFe (indNFe);Válido para Serviços de Comunicação (indComunica);Válido para Retenção de ICMS de Transporte (indTransp);Válido para Devolução (indDevol);Válido para Retorno de Mercadorias (indRetor);Válido para Anulação de Valor (indAnula);Válido para Remessa de Mercadorias (indRemes);Válido para Operações com Combustível (indComb);Válido para NFCe;Válido para CTe;Válido para CTe OS
6.653;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.653 - Venda de combustível ou lubrificante, de produção do estabelecimento, destinados a consumidor ou usuário final;"Venda de combustível ou lubrificante, industrializados no estabelecimento e destinados a consumo em processo de industrialização de outro produto, à prestação de serviço ou a usuário final, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 6.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)";01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.654;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.654 - Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à industrialização subseqüente;"Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à industrialização do próprio produto, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)";01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.655;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.655 - Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à comercialização;"Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados à comercialização, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)";01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.656;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.656 - Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados a consumidor ou usuário final;"Venda de combustível ou lubrificante, adquiridos ou recebidos de terceiros, destinados a consumo em processo de industrialização de outro produto, à prestação de serviço ou a usuário final, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 5.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)";01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.657;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.657 - Remessa de combustível ou lubrificante, adquiridos ou recebidos de terceiros, p/ venda fora do estabelecimento;Remessa de combustível ou lubrificante, adquiridos ou recebidos de terceiros, para ser vendidos fora do estabelecimento, inclusive por meio de veículos. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.658;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.658 - Transferência de combustível ou lubrificante de produção do estabelecimento;Transferência de combustível ou lubrificante, industrializados no estabelecimento, para outro estabelecimento da mesma empresa. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.659;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.659 - Transferência de combustível ou lubrificante adquiridos ou recebidos de terceiros;Transferência de combustível ou lubrificante, adquiridos ou recebidos de terceiros, para outro estabelecimento da mesma empresa. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.660;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.660 - Devolução de compra de combustível ou lubrificante adquiridos p/ industrialização subseqüente;"Devolução de compra de combustível ou lubrificante, adquiridos para industrialização do próprio produto, cuja entrada tenha sido classificada como ""Compra de combustível ou lubrificante para industrialização subseqüente"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.661;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.661 - Devolução de compra de combustível ou lubrificante adquiridos p/ comercialização;"Devolução de compra de combustível ou lubrificante, adquiridos para comercialização, cuja entrada tenha sido classificada como ""Compra de combustível ou lubrificante para comercialização"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.662;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.662 - Devolução de compra de combustível ou lubrificante adquiridos por consumidor ou usuário final;"Devolução de compra de combustível ou lubrificante, adquiridos para consumo em processo de industrialização de outro produto, na prestação de serviço ou por usuário final, cuja entrada tenha sido classificada como ""Compra de combustível ou lubrificante por consumidor ou usuário final"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.663;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.663 - Remessa p/ armazenagem de combustível ou lubrificante;Remessa para armazenagem de combustível ou lubrificante. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;1-Sim, com transportador opcional;0-Não;0-Não;0-Não
6.664;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.664 - Retorno de combustível ou lubrificante recebidos p/ armazenagem;Remessa, em devolução, de combustível ou lubrificante, recebidos para armazenagem.(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;1-Sim, com transportador opcional;0-Não;0-Não;0-Não
6.665;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.665 - Retorno simbólico de combustível ou lubrificante recebidos p/ armazenagem;Retorno simbólico de combustível ou lubrificante, recebidos para armazenagem, quando a mercadoria armazenada tenha sido objeto de saída, a qualquer título, e não deva retornar ao estabelecimento depositante. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;1-Sim, com transportador opcional;0-Não;0-Não;0-Não
6.666;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.666 - Remessa, por conta e ordem de terceiros, de combustível ou lubrificante recebidos p/ armazenagem;Saída, por conta e ordem de terceiros, de combustível ou lubrificante, recebidos anteriormente para armazenagem. (a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.667;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.667 - Venda de combustível ou lubrificante a consumidor ou usuário final estabelecido em outra UF diferente da que ocorrer o consumo;Venda de combustível ou lubrificante a consumidor ou a usuário final, cujo abastecimento tenha sido efetuado em Unidade da Federação diferente do remetente e do destinatário. ACR Ajuste SINIEF 05/2009 – a partir de 01.07.2009)(Decreto nº 34.490/2009);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.901;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.900 - Outras Saídas De Mercadorias Ou Prestações De Serviços;6.901 - Remessa p/ industrialização por encomenda;Classificam-se neste código as remessas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.902;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.900 - Outras Saídas De Mercadorias Ou Prestações De Serviços;6.902 - Retorno de mercadoria utilizada na industrialização por encomenda;Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos para industrialização e incorporados ao produto final, por encomenda de outra empresa ou de outro estabelecimento da mesma empresa. O valor dos insumos nesta operação deverá ser igual ao valor dos insumos recebidos para industrialização.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.903;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.900 - Outras Saídas De Mercadorias Ou Prestações De Serviços;6.903 - Retorno de mercadoria recebida p/ industrialização e não aplicada no referido processo;Classificam-se neste código as remessas em devolução de insumos recebidos para industrialização e não aplicados no referido processo.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.904;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.900 - Outras Saídas De Mercadorias Ou Prestações De Serviços;6.904 - Remessa p/ venda fora do estabelecimento;Classificam-se neste código as remessas de mercadorias para venda fora do estabelecimento, inclusive por meio de veículos.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.905;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.900 - Outras Saídas De Mercadorias Ou Prestações De Serviços;6.905 - Remessa p/ depósito fechado ou armazém geral;Classificam-se neste código as remessas de mercadorias para depósito em depósito fechado ou armazém geral.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.906;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.900 - Outras Saídas De Mercadorias Ou Prestações De Serviços;6.906 - Retorno de mercadoria depositada em depósito fechado ou armazém geral;Classificam-se neste código os retornos de mercadorias depositadas em depósito fechado ou armazém geral ao estabelecimento depositante.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.907;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.900 - Outras Saídas De Mercadorias Ou Prestações De Serviços;6.907 - Retorno simbólico de mercadoria depositada em depósito fechado ou armazém geral;Classificam-se neste código os retornos simbólicos de mercadorias recebidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não devam retornar ao estabelecimento depositante.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.908;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.900 - Outras Saídas De Mercadorias Ou Prestações De Serviços;6.908 - Remessa de bem por conta de contrato de comodato;Classificam-se neste código as remessas de bens para o cumprimento de contrato de comodato.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.909;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.900 - Outras Saídas De Mercadorias Ou Prestações De Serviços;6.909 - Retorno de bem recebido por conta de contrato de comodato;Classificam-se neste código as remessas de bens em devolução após cumprido o contrato de comodato.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.910;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.900 - Outras Saídas De Mercadorias Ou Prestações De Serviços;6.910 - Remessa em bonificação, doação ou brinde;Classificam-se neste código as remessas de mercadorias a título de bonificação, doação ou brinde.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.911;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.900 - Outras Saídas De Mercadorias Ou Prestações De Serviços;6.911 - Remessa de amostra grátis;Classificam-se neste código as remessas de mercadorias a título de amostra grátis.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.912;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.900 - Outras Saídas De Mercadorias Ou Prestações De Serviços;6.912 - Remessa de mercadoria ou bem p/ demonstração;Classificam-se neste código as remessas de mercadorias ou bens para demonstração.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
